id,field,year,difficulty,question,choice1,choice2,choice3,choice4,answer,explanation,source_url
R6QUESTIONANSWER_Q28,宅建業法,R6,2,"宅地建物取引業者Ａ（消費税課税事業者）及び宅地建物取引業者Ｂ（消費税免税 事業者）が受領した報酬に関するアからウの記述のうち、宅地建物取引業法の規定に違反しな いものの組合せは1 から4 のうちどれか。なお、代理、媒介に当たり、広告の依頼は行われて いないものとする。 ア 居住用建物（1 か月の借賃12 万円。消費税等相当額を含まない。）について、Ａは貸主か ら代理を依頼され、Ｂは借主から媒介を依頼され、Ａは貸主から6.7 万円、Ｂは借主から 6.5 万円を報酬として受領した。なお、Ｂは、媒介の依頼を受けるに当たって、報酬につい て借主から特段の承諾を得ていない。 イ Ｂは、事業用建物について、貸主と借主双方から媒介を依頼され、借賃1 か月分10 万円 （消費税等相当額を含まない。）、権利金90 万円（権利設定の対価として支払われる金銭で あって返還されないもので、消費税等相当額を含まない。）の賃貸借契約を成立させ、貸主 と借主からそれぞれ5 万円を報酬として受領した。 ウ Ａは、土地付建物について、売主と買主双方から媒介を依頼され、代金3,500 万円（消費 税等相当額を含み、土地代金は2,400 万円である。）の売買契約を成立させ、売主と買主か らそれぞれ110 万円を報酬として受領したほか、売主の特別の依頼に基づき行った遠隔地へ の現地調査に要した実費の費用について、売主が事前に負担を承諾していたので、売主から 9 万円を受領した。",ア、イ,イ、ウ,ア、ウ,ア、イ、ウ,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q29,宅建業法,R6,2,宅地建物取引士に関する次の記述のうち、宅地建物取引業法（以下この問におい て「法」という。）の規定によれば、正しいものはどれか。,宅地建物取引士資格試験に合格した者は、宅地又は建物の取引に関する実務の経験期間が,年に満たない場合であっても、試験に合格した日から1 年以内に登録を受けようとすると きには、都道府県知事が指定する講習を受講することにより、宅地建物取引士の登録を受け ることができる。,宅地建物取引士証は、更新を受けることなくその有効期間が経過した場合、その効力を失 うが、当該宅地建物取引士証を都道府県知事に返納する必要はない。,宅地建物取引士は、他人に自己の名義の使用を許し、当該他人がその名義で宅地建物取引 士である旨の表示をしたときは、法第68 条の規定に基づく処分の対象となるが、当該他人 が宅地建物取引士の登録を受けた者であるときはこの限りでない。 4 宅地建物取引業者は、その事務所唯一の専任の宅地建物取引士が宅地建物取引士証の有効 期間の経過により効力を失い宅地建物取引士でなくなったときは、2 週間以内に法第31 条 の3 第1 項の規定に適合させるため必要な措置を執らなければならない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q30,宅建業法,R6,2,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない個人Ｂとの 間で宅地の売買契約を締結し、手付金を支払ったＢが、宅地建物取引業法第37 条の2 の規定 に基づくいわゆるクーリング・オフにより、当該売買契約を契約締結の日の翌日に解除しよう としている。この場合に関する次の記述のうち、誤っているものはどれか。,Ａがクーリング・オフについて告げるときに交付すべき書面には、Ａの商号又は名称及び 住所並びに免許証番号の記載は必要であるが、Ａの宅地建物取引士の記名は必要ない。,Ｂが、自らの申出により、Ｂの勤務する会社の事務所において、宅地の買受けの申込み及 びＡとの売買契約の締結をした場合、Ｂは、クーリング・オフによる当該売買契約の解除を 行うことができない。,Ｂが、自らの申出により、喫茶店において、宅地の買受けの申込み及びＡとの売買契約の 締結をした場合、Ｂは、クーリング・オフによる当該売買契約の解除を行うことができる。,Ｂは、自らの申出により、Ｂが融資を受ける銀行（宅地建物取引業者ではない。）におい て、宅地の買受けの申込み及びＡとの売買契約の締結をした場合、クーリング・オフによる 当該売買契約の解除を行うことができない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q31,宅建業法,R6,2,次の記述のうち、宅地建物取引業法（以下この問において「法」という。）の規 定によれば、正しいものはどれか。,国土交通大臣又は都道府県知事は、その免許を受けた宅地建物取引業者が法第65 条第1 項の規定による指示に従わない場合、その業務の全部又は一部の停止を命ずることができ、 業務の停止の処分に違反した場合、免許を取り消さなければならない。,国土交通大臣又は都道府県知事は、その免許を受けた宅地建物取引業者の事務所の所在地 を確知できないときは、その事実を公告し、その公告の日から2 週間を経過しても当該宅地 建物取引業者から申出がないときは、免許を取り消すことができる。,国土交通大臣又は都道府県知事は、法第66 条の規定による免許の取消しの処分をしよう とするときは、聴聞を行わなければならないが、当該聴聞は、公開することが相当と認めら れる場合を除き、公開されない。,国土交通大臣又は都道府県知事は、法第66 条の規定による免許の取消しの処分をしたと きはその旨を公告しなければならないが、法第65 条第2 項の規定による業務の停止の処分 をしたときはその旨の公告はしなくともよい。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q32,宅建業法,R6,2,宅地建物取引業者Ａが、ＢからＢ所有の中古住宅の売却の依頼を受け、Ｂと専任 媒介契約（専属専任媒介契約ではないものとする。）を締結した。この場合における次の記述 のうち、宅地建物取引業法（以下この問において「法」という。）の規定によれば、正しいも のはどれか。,Ａは当該中古住宅の売買契約が成立しても、当該中古住宅の引渡しが完了していなければ、 売買契約が成立した旨を指定流通機構に通知する必要はない。,Ｂが宅地建物取引業者である場合は、当該契約が国土交通大臣が定める標準媒介契約約款 に基づくものであるか否かの別を、法第34 条の2 第1 項に規定する書面に記載する必要は ない。,Ａに対して当該中古住宅について買受けの申込みがなかった場合でも、ＡはＢに対して、 当該契約に係る業務の処理状況を2 週間に1 回以上報告しなければならないが、その報告は 必ずしも書面で行う必要はない。,Ｂが当該中古住宅について、法第34 条の2 第1 項第4 号に規定する建物状況調査を実施 する者のあっせんを希望しなかった場合は、Ａは同項に規定する書面に同調査を実施する者 のあっせんに関する事項を記載する必要はない。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q33,宅建業法,R6,2,宅地建物取引業者がその業務に関して行う広告に関する次の記述のうち、宅地建 物取引業法（以下この問において「法」という。）の規定によれば、誤っているものはどれか。,宅地の販売に関する広告をインターネットで行った場合において、当該宅地の売買契約が 成立した後も継続して広告を掲載していた場合、当該広告を掲載し続けることは法第32 条 の規定に違反する。,建物の所有者と賃貸借契約を締結し、当該建物を自らが貸主となって貸借（転貸）するた めの広告をする場合においては、自らが契約の当事者となって貸借を成立させる旨を当該広 告に明示しなくても、法第34 条の規定に違反しない。,造成工事に必要とされる法令に基づく許可等の処分があった宅地について、工事完了前に 当該宅地の販売に関する広告をするときは、法令に基づく許可等の処分があったことを明示 すれば、取引態様の別について明示する必要はない。,複数の区画がある分譲地の売買について、数回に分けて広告をする場合は、最初に行う広 告だけではなく、次回以降の広告の都度取引態様の別を明示しなければならない。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q34,宅建業法,R6,2,"宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない個人Ｂとの 間で、土地付建物を4,000 万円で売却する売買契約（所有権の登記は当該土地付建物の引渡し 時に行うものとする。）を締結する場合における宅地建物取引業法（以下この問において 「法」という。）第41 条又は第41 条の2 の規定に基づく手付金等の保全措置（以下この問にお いて「保全措置」という。）に関する次の記述のうち、誤っているものはどれか。",Ａが、保全措置を講じずにＢから手付金100 万円を受領する場合、その旨を、法第35 条 の規定に基づく重要事項説明書に記載する必要があるが、法第37 条の規定により交付する 書面に記載する必要はない。,当該建物が建築工事の完了後の建物である場合、ＡがＢから手付金100 万円を受領する際 には保全措置は不要であるが、その後、当該土地付建物を引き渡す前に中間金400 万円を受 領するためには、手付金100 万円と合わせて保全措置を講じた後でなければ、その中間金を 受領することができない。,当該建物が建築工事の完了前の建物である場合において、Ａは、保全措置を講じずに、Ｂ から手付金300 万円を受領することができる。,"当該土地付建物の引渡し前に、ＢはＡに対して2,000 万円を中間金として支払う契約に なっていたが、Ａがその中間金について保全措置を講じていないときは、Ｂはこの中間金の 支払いを拒むことができる。",2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q35,宅建業法,R6,2,宅地建物取引業者Ａが宅地建物取引業法第37 条の規定により交付すべき書面 （以下この問において「37 条書面」という。）に記載すべき事項を電磁的方法により提供する こと（以下この問において「37 条書面の電磁的方法による提供」という。）に関する次の記述 のうち、正しいものはどれか。,Ａが自ら売主として締結する宅地の売買契約において、37 条書面の電磁的方法による提 供を行う場合、当該契約の相手方に対し、あらかじめ、電磁的方法による提供に用いる電磁 的方法の種類及び内容を宅地建物取引士に説明させなければならない。,Ａが媒介業者として関与する建物賃貸借契約において、37 条書面の電磁的方法による提 供を行う場合、その方法は37 条書面の交付に係る宅地建物取引士が明示されるものでなけ ればならない。,Ａが自ら売主として締結する宅地の売買契約において、契約の相手方から37 条書面の電 磁的方法による提供を行うことについて書面により承諾を得た場合は、その後に当該契約の 相手方から書面で電磁的方法による提供を受けない旨の申出があったときでも、37 条書面 の電磁的方法による提供をすることができる。,Ａが媒介業者として関与する宅地の売買契約において、37 条書面の電磁的方法による提 供を行う場合であっても、提供後速やかに37 条書面を交付しなければならない。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q36,宅建業法,R6,2,営業保証金及び宅地建物取引業保証協会（以下この問において「保証協会」とい う。）に関する次の記述のうち、宅地建物取引業法の規定によれば、誤っているものはどれか。,宅地建物取引業者で保証協会に加入しようとする者は、その加入しようとする日までに、 政令で定める額の弁済業務保証金分担金を当該保証協会に納付しなければならない。,保証協会の社員と宅地建物取引業に関し取引をした者（宅地建物取引業者に該当する者を 除く。）は、その取引により生じた債権に関し、当該社員が社員ではないとしたならばその 者が供託すべき営業保証金の額に相当する額の範囲内で弁済を受ける権利を有する。,宅地建物取引業者は、保証協会の社員の地位を失ったときは、保証協会が弁済業務保証金 の還付請求権者に対し、一定期間内に宅地建物取引業法第64 条の8 第2 項の規定による認 証を受けるため申し出るべき旨の公告をした後でなければ、弁済業務保証金分担金の返還を 受けることができない。,宅地建物取引業者は、一部の事務所を廃止し営業保証金を取り戻そうとする場合には、供 託した営業保証金につき還付を請求する権利を有する者に対し、公告をすることなく営業保 証金を取り戻すことができる。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q37,宅建業法,R6,2,宅地建物取引業者が行う宅地建物取引業法第35 条に規定する重要事項説明に関 する次の記述のうち、正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者で はないものとする。 ア 建物の貸借の媒介を行う場合、水防法施行規則第11 条第1 号の規定により市町村の長が 提供する水害ハザードマップに当該建物の位置が含まれているときは、その所在地を示して 説明しなければならない。 イ 既存住宅の売買を行う場合、宅地建物取引業法第34 条の2 第1 項第4 号に規定する建物 状況調査の実施後、1 年を経過していないものについては、建物状況調査の実施の有無、実 施している場合の結果の概要について説明しなければならない。 ウ 宅地の売買を行う場合、宅地の造成に関する工事の完了前のものであるときは、完了時に おける当該宅地に接する道路の構造及び幅員を説明しなければならない。 エ 建物の貸借の媒介を行う場合、私道に関する負担の有無や内容を事前に調査し、説明しな ければならない。,一つ,二つ,三つ,四つ,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q38,宅建業法,R6,2,宅地建物取引業の免許（以下この問において「免許」という。）に関する次の記 述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,宅地建物取引業者Ａが、免許の更新の申請をした場合において、従前の免許の有効期間の 満了の日までに、その申請について処分がなされないときは、従前の免許は、有効期間の満 了後その効力を失う。,宅地建物取引業者Ｂが宅地建物取引業者Ｃに自己の名義をもって宅地建物取引業を営ませ る行為は、Ｂが名義の使用を書面で指示している場合であれば、宅地建物取引業法に違反し ない。,宅地建物取引業者Ｄ（甲県知事免許）は、国土交通大臣に免許換えの申請をし、その免許 を受けなければ、乙県所在の宅地の売買の媒介をすることはできない。,宅地建物取引業者Ｅ（丙県知事免許）の免許の更新に当たって、丙県知事は宅地建物取引 業法第3 条の2 に基づき条件を付すことができ、Ｅが免許の更新に当たって付された条件に 違反したときは、丙県知事はＥの免許を取り消すことができる。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q39,宅建業法,R6,2,宅地建物取引業法第50 条第2 項の届出をすべき場所に関する次の記述のうち、 誤っているものはどれか。なお、これらの場所では、宅地若しくは建物の売買若しくは交換の 契約（予約を含む。）若しくは宅地若しくは建物の売買、交換若しくは貸借の代理若しくは媒 介の契約を締結し、又はこれらの契約の申込みを受けるものとする。,届出をすべき場所として、継続的に業務を行うことができる施設を有する場合で事務所以 外のものが定められているが、当該場所には1 名以上の成年者である専任の宅地建物取引士 を置かなければならない。,届出をすべき場所として、宅地建物取引業者が10 区画以上の一団の宅地又は10 戸以上の 一団の建物の分譲（以下この問において「一団の宅地建物の分譲」という。）をする場合に 設置する案内所が定められているが、当該案内所が土地に定着する建物内に設けられる場合、 クーリング・オフ制度の適用が除外される。,届出をすべき場所として、他の宅地建物取引業者が行う一団の宅地建物の分譲の代理又は 媒介をする場合に設置する案内所が定められており、この場合は、代理又は媒介を行う宅地 建物取引業者が届出をするが、売主業者自身も当該案内所で売買契約の申込みを受ける場合 は、売主業者も届出をする。,届出をすべき場所として、宅地建物取引業者が業務に関し展示会その他これに類する催し を実施する場所が定められているが、その催しを開始する10 日前までに、実施場所を管轄 する都道府県知事に届け出なければならず、免許を受けた国土交通大臣又は都道府県知事に 届け出る必要はない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q40,宅建業法,R6,2,宅地建物取引業者が媒介により既存建物の貸借の契約を成立させた場合、宅地建 物取引業法第37 条の規定により当該貸借の契約当事者に対して交付すべき書面に必ず記載し なければならない事項の組合せとして正しいものは次の1 から4 のうちどれか。 ア 当該建物に係る租税その他の公課の負担 イ 敷金や共益費など借賃以外の金銭の授受に関する定めがあるときは、その額並びに当該金 銭の授受の時期及び目的 ウ 損害賠償額の予定又は違約金に関する定めがあるときは、その内容 エ 建物の構造耐力上主要な部分又は雨水の侵入を防止する部分として国土交通省令で定める ものの状況,ア、イ,イ、ウ,ウ、エ,ア、エ,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q41,宅建業法,R6,2,宅地建物取引業者が行う宅地建物取引業法第35 条に規定する重要事項の説明に 関する次の記述のうち、正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者 ではないものとする。 ア 中古マンションの一室の売買の媒介を行う場合、抵当権が設定されていても、契約日まで にその登記が抹消される予定であるときは、当該抵当権の内容について説明しなくてもよい。 イ 宅地の貸借の媒介を行う場合、借地権の存続期間を50 年とする賃貸借契約において、当 該契約終了時における当該宅地の上の建物の取壊しに関する事項を定めようとするときは、 その内容を説明しなければならない。 ウ 建物の貸借の媒介を行う場合、当該建物が住宅の品質確保の促進等に関する法律第5 条第,項に規定する住宅性能評価を受けた新築住宅であるときは、その旨を説明しなければなら ない。 エ 宅地の売買の媒介を行う場合、当該宅地が急傾斜地の崩壊による災害の防止に関する法律 第3 条の規定に基づく急傾斜地崩壊危険区域内にあることは説明しなければならないが、当 該区域内における行為の制限の概要については説明しなくてもよい。,一つ,二つ,三つ 4 なし,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q42,宅建業法,R6,2,次の記述のうち、宅地建物取引業法の規定及び「宅地建物取引業者による人の死 の告知に関するガイドライン」によれば、誤っているものはどれか。,宅地建物取引業者は、宅地建物取引業に係る契約の締結の勧誘をするに際し、宅地建物取 引業者の相手方等に対し、利益を生ずることが確実であると誤解させるべき断定的判断を提 供する行為をしてはならない。,宅地建物取引業者は、宅地又は建物の売買の契約の締結の勧誘をするに際し、宅地建物取 引業者の相手方等に対し、宅地又は建物の引渡しの時期について故意に不実のことを告げた 場合であっても、契約が成立したときに宅地建物取引業法第37 条の規定により交付すべき 書面に当該事項を正確に記載すればよい。,「宅地建物取引業者による人の死の告知に関するガイドライン」によれば、売買取引の対 象となる居住用不動産において、自然死や日常生活の中での不慮の死が発生した場合であっ ても、過去に人が死亡し、長期間にわたって人知れず放置されたこと等に伴ういわゆる特殊 清掃や大規模リフォーム等が行われていなければ、宅地建物取引業者は、原則として、買主 に対してこれを告げなくてもよい。,「宅地建物取引業者による人の死の告知に関するガイドライン」によれば、賃貸借取引の 対象となる居住用不動産において、自然死や日常生活の中での不慮の死以外の死が発生した 場合であっても、特段の事情がない限り、当該死が発覚してから概ね3 年間を経過した後は、 宅地建物取引業者は、原則として、借主に対してこれを告げなくてもよい。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q43,宅建業法,R6,2,宅地建物取引士の登録及び宅地建物取引士証に関する次の記述のうち、誤ってい るものはどれか。,宅地建物取引士の登録を受けている者は、宅地建物取引士証の交付を受けていない場合で も、その住所に変更があれば、登録を受けている都道府県知事に変更の登録を申請しなけれ ばならない。,宅地建物取引士は、宅地建物取引士の信用又は品位を害するような行為をしてはならず、 この行為には宅地建物取引士としての職務に必ずしも直接関係しない行為や私的な行為も含 まれる。,宅地建物取引士は、取引の関係者から請求があったときは、宅地建物取引士証を提示しな ければならないが、その際、個人情報保護の観点から宅地建物取引士証の住所欄にシールを 貼った上で提示することが認められている。,宅地建物取引士証に記載される宅地建物取引士の氏名については現姓を用いなければなら ず、旧姓を併記することは認められていない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q44,宅建業法,R6,2,宅地建物取引業者Ａが宅地建物取引業法第37 条の規定により交付すべき書面 （以下この問において「37 条書面」という。）に関する次の記述のうち、宅地建物取引業法の 規定に違反しないものはどれか。,Ａは、建築工事完了前の建物の売買契約を媒介したときに、37 条書面に記載する当該建 物を特定するために必要な表示について、宅地建物取引業法第35 条の規定に基づく重要事 項の説明において使用した図書を交付することによって行った。,Ａは、貸主Ｂと借主Ｃとの間で締結された建物の賃貸借契約を媒介したときに、借賃の額、 支払時期及び支払方法について定められていたが、ＢとＣの承諾を得たので、37 条書面に 記載しなかった。,Ａは、宅地建物取引業者Ｄと宅地建物取引業者Ｅとの間で締結された宅地の売買契約を媒 介したときに、37 条書面に当該宅地の引渡しの時期を記載しなかった。,Ａが建物の売買契約を買主として締結した場合に、売主Ｆに承諾を得たので、37 条書面 をＦに交付しなかった。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q45,宅建業法,R6,2,特定住宅瑕疵担保責任の履行の確保等に関する法律に基づく住宅販売瑕 か 疵 し 担保保 証金（以下この問において「保証金」という。）の供託又は住宅販売瑕 か 疵 し 担保責任保険契約 （以下この問において「保険契約」という。）の締結に関する次の記述のうち、正しいものはど れか。,自ら売主として宅地建物取引業者ではない買主に引き渡した新築住宅の戸数が、基準日前 10 年間に10 戸あるが、当該基準日前1 年間は0 戸である場合、当該売主である宅地建物取 引業者は、当該基準日に係る保証金の供託又は保険契約の締結の状況について届出を行う必 要はない。,自ら売主として新築住宅を宅地建物取引業者ではない買主に引き渡した宅地建物取引業者 は、基準日に係る保証金の供託及び保険契約の締結の状況について届出をしなければ、当該 基準日の翌日から起算して50 日を経過した日以後においては、新たに自ら売主となる新築 住宅の売買契約を締結してはならない。,保険契約は、新築住宅の引渡し時から有効でなければならないが、買主が当該住宅の引渡 し時から10 年以内に当該住宅を転売した場合、当該保険契約は解除される。,自ら売主として宅地建物取引業者ではない買主に新築住宅を引き渡した宅地建物取引業者 が、保証金を供託する場合、当該住宅の床面積が25 m2 以下であるときは、新築住宅の合計 戸数の算定に当たって、3 戸をもって1 戸と数えることになる。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q46,税・その他,R6,2,独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関す る次の記述のうち、誤っているものはどれか。,証券化支援業務（買取型）において、機構による譲受けの対象となる住宅の購入に必要な 資金の貸付けに係る金融機関の貸付債権には、当該住宅の購入に付随する当該住宅の改良に 必要な資金は含まれない。,機構は、地震に対する安全性の向上を主たる目的とする住宅の改良に必要な資金の貸付け を業務として行っている。,機構は、民間金融機関による住宅資金の供給を支援するため、民間金融機関が貸し付けた 住宅ローンについて、住宅融資保険を引き受けている。,機構は、住宅のエネルギー消費性能（建築物のエネルギー消費性能の向上等に関する法律 第2 条第1 項第2 号に規定するエネルギー消費性能をいう。）の向上を主たる目的とする住 宅の改良に必要な資金の貸付けを業務として行っている。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q47,税・その他,R6,2,宅地建物取引業者が行う広告に関する次の記述のうち、不当景品類及び不当表示 防止法（不動産の表示に関する公正競争規約を含む。）の規定によれば、正しいものはどれか。,新築分譲住宅の予告広告（価格が確定していないため、直ちに取引することができない物 件について、取引開始時期をあらかじめ告知する広告）を新聞折込チラシを用いて行った場 合は、本広告を新聞折込チラシ以外の媒体を用いて行ってはならない。,土地取引において、当該土地上に廃屋が存在するとき、実際の土地を見れば廃屋が存在す ることは明らかであるため、廃屋が存在する旨を明示する必要はない。,交通の利便性について、電車、バス等の交通機関の所要時間を表示する場合は、朝の通勤 ラッシュ時の所要時間ではなく、平常時の所要時間を明示しなければならない。,居住の用に供されたことはないが建築後1 年以上経過した一戸建て住宅について、新築で ある旨を表示することはできない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q48,税・その他,R6,2,次の記述のうち、正しいものはどれか。,令和6 年地価公示（令和6 年3 月公表）によれば、令和5 年1 月以降の1 年間の地価の動 向は、三大都市圏・地方圏ともに、全用途平均・住宅地・商業地のいずれも3 年連続で上昇 した。,令和4 年度宅地建物取引業法の施行状況調査（令和5 年10 月公表）によれば、令和5 年,月末における宅地建物取引士の総登録者数は、200 万人を超えている。,令和5 年住宅・土地統計調査住宅数概数集計（速報集計）結果（令和6 年4 月公表）によ れば、令和5 年10 月1 日現在における賃貸・売却用及び二次的住宅（別荘など）を除く空 き家は、900 万戸に達している。 4 建築着工統計（令和6 年1 月公表）によれば、令和5 年の新設住宅着工戸数は90 万戸を 超え、3 年連続で増加した。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q49,税・その他,R6,2,土地に関する次の記述のうち、最も不適当なものはどれか。,30 度以上の角度をなす斜面を背後に控える宅地は、崖面への保護対策を講じるか、擁壁 を設けるなどの必要がある。,高さ2 m 以下の擁壁であれば、水抜き孔を有しなくても、地震による被害が生じること はない。,重力式擁壁は、擁壁の自重により、背面からの土圧に抵抗するコンクリート構造物である。,工場跡地や埋立地などでは、重金属や揮発性有機化合物などによる土壌汚染が問題となる ことがある。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q50,税・その他,R6,2,建物の構造に関する次の記述のうち、最も不適当なものはどれか。,ラーメン構造は、柱を鉛直方向、梁 はり を水平方向に配置し、接合部を強く固めた構造である。,ブレース構造は、柱や梁 はり などで構成された四角形の対角線上に部材を入れた構造である。,ブレース構造は、骨組全てに用いることが多く、ラーメン構造など他の構造と併用するこ とはない。,壁式構造は、板状の壁と床を箱形に組み、建物とする構造で、原則として、柱や梁 はり は用い ない。 受 験 番 号 ― 受 験 者 氏 名 令和6 年度問題,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R7QUESTIONANSWER_Q01,権利関係,R7,2,所有者ＡがＢに甲土地を売却し、その後にＢがＣに甲土地を売却した場合に関す る次の記述のうち、民法の規定及び判例によれば、正しいものはどれか。なお、この問におい て、Ｃは背信的悪意者ではないものとする。,甲土地の所有権登記がＡの名義のままであったとしても、Ｂは、Ｃに甲土地を売却した後 は、Ａに対して自己に甲土地の所有権移転登記をするよう請求することはできない。,Ｃは、甲土地の所有権移転登記を備えなければ、Ａに対して自己が所有者であることを主 張することができない。,ＡＢ間の売買契約が、ＢＣ間の売買契約締結よりも前にＡにより解除されていた場合、又 は、ＢＣ間の売買契約締結後にＡにより解除された場合のいずれの場合であっても、Ｃ は、甲土地の所有権移転登記を備えれば、Ａに対して自己の所有権を主張することができ る。,ＡＢ間の売買契約が、ＢＣ間の売買契約よりも前にＢの強迫を理由として取り消されてい た場合、又は、ＢＣ間の売買契約締結後にＢの強迫を理由として取り消された場合のいずれ の場合であっても、Ｃは、Ｂの強迫につき善意でかつ過失がなければ、Ａに対して自己の所 有権を主張することができる。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/12/R7_question_answer.pdf
R7QUESTIONANSWER_Q02,権利関係,R7,2,個人であるＡが、①賃貸人Ｂと賃借人Ｃとの間の期間を2 年とする居住用甲建物 の賃貸借契約に基づくＣの一切の債務の連帯保証契約をＢと締結した場合、②売主Ｄと買主Ｅ との間の居住用乙建物の売買契約に基づく代金支払債務の保証契約をＤと締結した場合、に関 する次の記述のうち、民法の規定によれば、正しいものはどれか。,①の連帯保証契約は書面によってしなければ無効であるのに対し、②の保証契約は書面に よらず、口頭で契約を締結しても有効である。,①のＢがＡに対して連帯保証債務の履行を請求してきた場合には、ＡはまずＣに請求する ように主張できるのに対し、②のＤがＡに対して保証債務の履行を請求してきた場合に は、ＡはまずＥに請求するように主張することはできない。,①の連帯保証契約は保証の限度額である極度額を定めなければ無効であるのに対し、②の 保証契約は極度額を定める必要はない。,①も②もＡが主たる債務者Ｃ及びＥの委託を受けて保証した場合において、Ａが債権者Ｂ 及びＤに対して主たる債務の履行状況に関する情報を提供するよう請求したときは、①のＢ は、これらの情報を、遅滞なく、Ａに提供しなければならないのに対し、②のＤは、守秘義 務を理由にこれらの情報の提供を拒否することができる。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/12/R7_question_answer.pdf
R7QUESTIONANSWER_Q03,権利関係,R7,2,意思表示に関する次の記述のうち、民法の規定によれば、誤っているものはいく つあるか。 ア 表意者が真意でないことを知ってした意思表示は無効であるが、相手方がその意思表示が 表意者の真意ではないことを知らなければ、知らないことにつき過失があっても、当該意思 表示は有効となる。 イ 相手方と通じてした虚偽の意思表示は無効であり、第三者がその虚偽表示につき善意で あっても、過失があれば、当該第三者にその無効を対抗することができる。 ウ 意思表示は、当該意思表示に対応する意思を欠く錯誤に基づくものであって、その錯誤が 法律行為の目的及び取引上の社会通念に照らして重要なものであるときは、無効である が、その錯誤につき善意でかつ過失がない第三者には、その無効を対抗することができな い。 エ 詐欺による意思表示は取り消すことができるが、その詐欺につき善意でかつ過失がない取 消し前の第三者には、その取消しを対抗することができない。,一つ,二つ,三つ,四つ,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/12/R7_question_answer.pdf
